strain	species	species_match	contig_count	N50	largest_contig	total_size	ambiguous_bases	QC_warnings	ST	virulence_score	resistance_score	num_resistance_classes	num_resistance_genes	Yersiniabactin	YbST	Colibactin	CbST	Aerobactin	AbST	Salmochelin	SmST	RmpADC	RmST	rmpA2	wzi	K_locus	K_type	K_locus_problems	K_locus_confidence	K_locus_identity	K_locus_missing_genes	O_locus	O_type	O_locus_problems	O_locus_confidence	O_locus_identity	O_locus_missing_genes	AGly_acquired	Col_acquired	Fcyn_acquired	Flq_acquired	Gly_acquired	MLS_acquired	Phe_acquired	Rif_acquired	Sul_acquired	Tet_acquired	Tgc_acquired	Tmt_acquired	Bla_acquired	Bla_inhR_acquired	Bla_ESBL_acquired	Bla_ESBL_inhR_acquired	Bla_Carb_acquired	Bla_chr	SHV_mutations	Omp_mutations	Col_mutations	Flq_mutations	truncated_resistance_hits	spurious_resistance_hits	Chr_ST	gapA	infB	mdh	pgi	phoE	rpoB	tonB	ybtS	ybtX	ybtQ	ybtP	ybtA	irp2	irp1	ybtU	ybtT	ybtE	fyuA	clbA	clbB	clbC	clbD	clbE	clbF	clbG	clbH	clbI	clbL	clbM	clbN	clbO	clbP	clbQ	iucA	iucB	iucC	iucD	iutA	iroB	iroC	iroD	iroN	rmpA	rmpD	rmpC	spurious_virulence_hits
ERR3891202	Klebsiella pneumoniae	strong	868	133451	271019	6072756	no	-	ST2096	4	2	10	17	ybt 14; ICEKp5	140-1LV	-	0	iuc 1	1	-	0	-	0	rmpA2_8-60%	wzi64	KL64	K64	none	Perfect	100.00%		O1/O2v1	O1	none	Very high	98.64%		aac(6')-Ib-cr.v2;aadA2^;armA;sat-2	-	-	-	-	mphA;mphE.v2^;msrE	CatB4.v1?;catA1^	-	sul1	tet(D)	-	dfrA1.v1;dfrA12	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	OXA-232	SHV-28.v1^	-	OmpK36GD	-	GyrA-83Y;GyrA-87G;ParC-80I	-	NDM-16?-74%;OXA-9.v2*?-0%	ST2096	1	6	1	1	1	46	1	4	100	31	4	1	67	171	2	4	4	36	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	-	-	-	-	55-60%	-	-	-
ERR3891203	Klebsiella pneumoniae	strong	332	129408	282946	5773628	no	-	ST48	1	2	9	14	ybt 10; ICEKp4	81	-	0	-	0	-	0	-	0	-	wzi167	KL124	unknown (KL124)	none	Very high	99.62%		O1/O2v1	O1	none	Very high	98.31%		aac(3)-IIg;aac(6')-IIc;aadA*;aph(3')-Ia*?	-	-	-	-	-	CatB4.v1?;catA1^	-	sul1^	tet(A).v1	-	dfrA30*	OXA-1;TEM-1D.v1^	-	CTX-M-15;SHV-5^	-	OXA-48	-	238S;240K	-	-	GyrA-83F	OXA-9.v1*-42%;aac(6')-Ib'.v1?-0%;ereA2*?-0%	-	ST48	2	5	2	2	7	1	10	3	12	4	19	3	42	39	3	10	9	24	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR3891204	Klebsiella pneumoniae	strong	292	133346	521846	5809973	no	-	ST2096	4	1	9	15	ybt 14; ICEKp5	140-1LV	-	0	iuc 1	1	-	0	-	0	rmpA2_8-60%	wzi64	KL64	K64	none	Very high	100.00%		O1/O2v1	O1	none	Very high	98.64%		aac(6')-Ib-cr.v2;aadA2^;armA;sat-2	-	-	-	-	mphE.v2^;msrE	CatB4.v1?;catA1^	-	sul1	tet(D)	-	dfrA1.v1;dfrA12	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	-	SHV-28.v1^	-	-	-	GyrA-83Y;GyrA-87G;ParC-80I	-	-	ST2096	1	6	1	1	1	46	1	4	100	31	4	1	67	171	2	4	4	36	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	-	-	-	-	55-60%	-	-	-
ERR3891205	Klebsiella pneumoniae	strong	345	147203	370067	5788740	no	-	ST48	1	2	9	16	ybt 10; ICEKp4	81	-	0	-	0	-	0	-	0	-	wzi167	KL124	unknown (KL124)	none	Very high	99.62%		O1/O2v1	O1	none	Very high	98.31%		aac(3)-IIg;aac(6')-IIc;aadA*;aph(3')-Ia*?	-	-	qnrB4	-	-	CatB4.v1?;catA1^	-	sul1^	tet(A).v1	-	dfrA30*	DHA-1*;OXA-1;TEM-1D.v1^	-	CTX-M-15;SHV-12	-	OXA-48	-	238S;240K;35Q	-	-	GyrA-83F	OXA-9.v1*-42%;aac(6')-Ib-cr.v2*?-0%;ereA2*?-0%	-	ST48	2	5	2	2	7	1	10	3	12	4	19	3	42	39	3	10	9	24	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR3891206	Klebsiella pneumoniae	strong	548	165433	326846	5903536	no	-	ST307	0	2	8	16	-	0	-	0	-	0	-	0	-	0	-	wzi173	KL102	unknown (KL102)	none	Very high	99.27%		O1/O2v2	O2afg	none	Very high	98.45%		aac(3)-IIa.v1^;aadA*;aph(3')-VI;aph(3')-VI;strA.v1^;strB.v1	-	-	qnrB1.v2^;qnrS1	-	-	CatB4.v1?	-	sul2	-	-	dfrA14.v2*	OXA-1;TEM-1	-	CTX-M-15	-	NDM-1;NDM-1	SHV-28.v1^	-	-	-	GyrA-83I;ParC-80I	OXA-9.v1*-42%;aac(6')-Ib-Hangzhou*?-0%;qnrS1*?-0%	-	ST307	4	1	2	52	1	1	7	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR3891207	Klebsiella pneumoniae	strong	216	129801	521852	5740265	no	-	ST2096	4	2	10	16	ybt 14; ICEKp5	140-1LV	-	0	iuc 1	1	-	0	-	0	rmpA2_8-60%	wzi64	KL64	K64	none	Very high	100.00%		O1/O2v1	O1	none	Very high	98.64%		aac(6')-Ib-cr.v2;aadA2^;armA*;sat-2	-	-	-	-	mphE.v2^;msrE	CatB4.v1?	-	sul1	tet(D)	-	dfrA1.v1;dfrA12;dfrA14.v2*	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	OXA-232	SHV-28.v1^	-	OmpK36GD	-	GyrA-83Y;GyrA-87G;ParC-80I	-	-	ST2096	1	6	1	1	1	46	1	4	100	31	4	1	67	171	2	4	4	36	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	-	-	-	-	55-60%	-	-	-
ERR3891208	Klebsiella pneumoniae	strong	489	179118	350919	5768703	no	-	ST307	0	2	5	7	-	0	-	0	-	0	-	0	-	0	-	wzi173	KL102	unknown (KL102)	none	Very high	99.27%		O1/O2v2	O2afg	none	Very high	98.45%		aac(6')-Ib'.v1;aadA*;aph(3')-VI	-	-	qnrS1	-	-	-	-	-	-	-	-	TEM-1	-	CTX-M-15	-	NDM-1	SHV-28.v1^	-	-	-	GyrA-83I;ParC-80I	OXA-9.v1*-42%	aac(3)-IIa.v1?-0%	ST307	4	1	2	52	1	1	7	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR3891209	Klebsiella pneumoniae	strong	382	94760	325142	5851418	no	-	ST14	1	2	9	24	ybt 14; ICEKp5	140-1LV	-	0	-	0	-	0	-	0	-	wzi2	KL2	K2	?-	Good	99.74%	KL2_14_wcaJ	O1/O2v1	O1	none	Very high	99.99%		aac(3)-IId^;aac(6')-Ib-cr.v2;aadA*;aadA2^;aph(3')-VI;armA;sat-2;strA.v1*;strB.v1*	-	-	-	-	ereA2*;mphE.v2^;msrE	CatB4.v1?;catA1^;cmlA5	arr-2	sul1*;sul2	-	-	dfrA1.v1;dfrA12	OXA-1;TEM-1D.v1^	-	-	-	NDM-1;OXA-48	-	-	OmpK36GD	-	GyrA-83Y;GyrA-87G;ParC-80I	CTX-M-15?-0%;SHV-11.v1*?-0%	-	ST14	1	6	1	1	1	1	1	4	4	31	4	1	67	514	2	4	4	36	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR3891210	Klebsiella pneumoniae	strong	405	189465	506867	5615718	no	-	ST101	1	3	8	12	ybt 9; ICEKp3	183-1LV	-	0	-	0	-	0	-	0	-	wzi137	KL17	K17	none	Very high	99.99%		O1/O2v1	O1	none	Very high	98.00%		aac(3)-IIa.v1^;aac(6')-Ib'.v1;aadA*;aph(3')-VI	-	-	qnrS1	-	mphA	-	-	-	tet(D)	-	-	OXA-9.v1;TEM-1D.v1^	-	CTX-M-15	-	NDM-1;OXA-48	SHV-1^	-	OmpK35-17%	MgrB-62%	GyrA-83Y;GyrA-87N;ParC-80I	-	-	ST101	2	6	1	5	4	1	6	5	11	6	5	1	25	37	9	5	107	11	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR3891211	Klebsiella pneumoniae	strong	205	112283	387525	5520419	no	-	ST14	1	0	6	6	ybt 14; ICEKp5	140-1LV	-	0	-	0	-	0	-	0	-	wzi2	KL2	K2	none	Very high	99.74%		O1/O2v1	O1	none	Very high	99.99%		aac(6')-Ib-cr.v2;sat-2	-	-	-	-	-	CatB4.v1?;catA1^	-	-	-	-	dfrA1.v1	OXA-1	-	-	-	-	SHV-28.v1^	-	OmpK36GD	MgrB-2%	GyrA-83Y;GyrA-87G;ParC-80I	-	-	ST14	1	6	1	1	1	1	1	4	4	31	4	1	67	514	2	4	4	36	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR3891212	Klebsiella pneumoniae	strong	186	141259	428497	5326855	no	-	ST14	1	0	4	2	ybt 14; ICEKp5	140-1LV	-	0	-	0	-	0	-	0	-	wzi2	KL2	K2	none	Very high	99.74%		O1/O2v1	O1	none	Very high	99.99%		aac(6')-Ib-cr.v2	-	-	-	-	-	-	-	-	-	-	-	OXA-1	-	-	-	-	SHV-28.v1^	-	OmpK36GD	MgrB-2%	GyrA-83Y;GyrA-87G;ParC-80I	CatB4.v1?-81%	-	ST14	1	6	1	1	1	1	1	4	4	31	4	1	67	514	2	4	4	36	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR3891213	Klebsiella pneumoniae	strong	177	185531	417208	5251986	no	-	ST4277-1LV	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi64	KL64	K64	none	Very high	99.87%		O1/O2v1	O2a	none	Very high	98.66%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-1^	-	-	-	-	-	-	ST4277-1LV	2	2	2	47	10	4	12	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR3891214	Klebsiella pneumoniae	strong	279	118058	458199	5775977	no	-	ST2096	3	3	11	17	-	0	-	0	iuc 1	1	-	0	-	0	rmpA2_8-60%	wzi64	KL64	K64	-	High	99.99%	KL64_16_wcaJ	O1/O2v1	O1	none	Very high	98.64%		aac(6')-Ib-cr.v2;aadA2^;armA*;sat-2	-	-	-	-	mphE.v2^;msrE	CatB4.v1?;catA1^	-	sul1	tet(D)	-	dfrA1.v1;dfrA12;dfrA14.v2*	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	OXA-232	SHV-28.v1^	-	OmpK36GD	MgrB-62%	GyrA-83Y;GyrA-87G;ParC-80I	-	-	ST2096	1	6	1	1	1	46	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	-	-	-	-	55-60%	-	-	-
ERR3891215	Klebsiella pneumoniae	strong	177	132332	521730	5448825	no	-	ST2096	1	3	7	6	ybt 14; ICEKp5	140-1LV	-	0	-	0	-	0	-	0	-	wzi64	KL64	K64	none	Very high	100.00%		O1/O2v1	O1	none	Very high	98.64%		aac(6')-Ib-cr.v2;sat-2	-	-	-	-	-	-	-	-	-	-	dfrA1.v1	OXA-1	-	CTX-M-15	-	OXA-232	SHV-28.v1^	-	OmpK36GD	MgrB-0%	GyrA-83Y;GyrA-87G;ParC-80I	CatB4.v1?-81%	-	ST2096	1	6	1	1	1	46	1	4	100	31	4	1	67	171	2	4	4	36	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR3891216	Klebsiella pneumoniae	strong	172	133655	521730	5459895	no	-	ST2096	1	2	5	5	ybt 14; ICEKp5	140-1LV	-	0	-	0	-	0	-	0	-	wzi64	KL64	K64	none	Very high	100.00%		O1/O2v1	O1	none	Very high	98.64%		aac(6')-Ib-cr.v2;sat-2	-	-	-	-	-	-	-	-	-	-	dfrA1.v1	OXA-1	-	-	-	OXA-48	SHV-28.v1^	-	OmpK36GD	-	GyrA-83Y;GyrA-87G;ParC-80I	CatB4.v1?-81%	-	ST2096	1	6	1	1	1	46	1	4	100	31	4	1	67	171	2	4	4	36	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR3891217	Klebsiella pneumoniae	strong	284	125908	357886	5827810	no	-	ST2096	4	2	9	14	ybt 14; ICEKp5	140-1LV	-	0	iuc 1	1	-	0	-	0	rmpA2_8-60%	wzi64	KL64	K64	none	Perfect	100.00%		O1/O2v1	O1	none	Very high	98.64%		aac(6')-Ib-cr.v2;aadA2^;armA*;sat-2	-	-	-	-	mphE.v2^;msrE	CatB4.v1?;catA1^	-	sul1	-	-	dfrA1.v1;dfrA12	OXA-1	-	CTX-M-15	-	OXA-232	SHV-28.v1^	-	OmpK36GD	-	GyrA-83Y;GyrA-87G;ParC-80I	-	-	ST2096	1	6	1	1	1	46	1	4	100	31	4	1	67	171	2	4	4	36	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	-	-	-	-	55-60%	-	-	-
ERR3891218	Klebsiella pneumoniae	strong	253	177694	524494	5665755	no	-	ST2096	4	1	9	15	ybt 14; ICEKp5	140-1LV	-	0	iuc 1	1	-	0	-	0	rmpA2_8-60%	wzi64	KL64	K64	none	Very high	100.00%		O1/O2v1	O1	none	Very high	98.64%		aac(6')-Ib-cr.v2;aadA2^;armA;sat-2	-	-	-	-	mphE.v2^;msrE	CatB4.v1?;catA1^	-	sul1	tet(D)	-	dfrA1.v1;dfrA12	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	-	SHV-28.v1^	-	OmpK36GD	-	GyrA-83Y;GyrA-87G;ParC-80I	-	-	ST2096	1	6	1	1	1	46	1	4	100	31	4	1	67	171	2	4	4	36	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	-	-	-	-	55-60%	-	-	-
ERR3891219	Klebsiella pneumoniae	strong	235	146398	366803	5611619	no	-	ST23	5	0	0	0	ybt 1; ICEKp10	53	clb 2	29	iuc 1	1	iro 1	2-1LV	rmp 1; KpVP-1	26-1LV	rmpA2_6-60%	wzi1	KL1	K1	none	Very high	99.99%		O1/O2v2	O1	none	Very high	99.10%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-11.v1^	35Q	-	-	-	-	-	ST23	2	1	1	1	9	4	12	2	2	2	2	2	6	124	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	1	1	1	1	1	1	4	1*	1	2	52	2	-
ERR3891220	Klebsiella pneumoniae	strong	286	146178	354103	5742587	no	-	ST101	1	3	10	13	ybt 9; ICEKp3	183-2LV	-	0	-	0	-	0	-	0	-	wzi137	KL17	K17	none	Very high	99.99%		O1/O2v1	O1	none	Very high	98.03%		aac(6')-Ib'.v1;aph(3')-VI	-	-	qnrS1	-	ermB.v1*;mphA	-	-	sul1	tet(D)	-	dfrA14.v2*	OXA-9.v1;TEM-1D.v1^	-	CTX-M-15	-	NDM-1;OXA-48	SHV-1^	-	OmpK35-17%;OmpK36GD	MgrB-0%	GyrA-83Y;GyrA-87N;ParC-80I	tet(X6)*-25%	aadA24?-0%	ST101	2	6	1	5	4	1	6	5	11	6*	5	1	25	37	9	5	107	11	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR3891221	Klebsiella pneumoniae	strong	379	140599	394286	5853901	no	-	ST2096	4	2	10	17	ybt 14; ICEKp5	140-1LV	-	0	iuc 1	1	-	0	-	0	rmpA2_8-60%	wzi64	KL64	K64	none	Perfect	100.00%		O1/O2v1	O1	none	Very high	98.64%		aac(6')-Ib-cr.v2;aadA2^;armA;sat-2	-	-	-	-	mphE.v2^;msrE	CatB4.v1?;catA1^	-	sul1	tet(D)	-	dfrA1.v1;dfrA12;dfrA14.v2*	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	OXA-232	SHV-28.v1^	-	OmpK36GD	-	GyrA-83Y;GyrA-87G;ParC-80I	-	-	ST2096	1	6	1	1	1	46	1	4	100	31	4	1	67	171	2	4	4	36	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	-	-	-	-	55-60%	-	-	-
ERR3891222	Klebsiella pneumoniae	strong	656	86417	247929	6248841	no	-	ST48	1	2	9	17	ybt 10; ICEKp4	81	-	0	-	0	-	0	-	0	-	wzi167	KL124	unknown (KL124)	?-	Good	99.62%	KL124_16_gnd	O1/O2v1	O1	none	Very high	98.31%		aac(3)-IIg;aac(6')-IIc;aadA*;aph(3')-Ia*?;sat-2*	-	-	qnrB4	-	-	CatB4.v1?;catA1^	-	sul1^	tet(A).v1	-	dfrA30*	DHA-1*;OXA-1;TEM-1D.v1^	-	CTX-M-15;SHV-12	-	OXA-48	-	238S;240K;35Q	-	-	GyrA-83F	OXA-9.v1*-42%;aac(6')-Ib'.v1?-0%;ereA2*?-0%	-	ST48	2	5	2	2	7	1	10	3	12	4	19	3	42	39	3	10	9	24	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR3891223	Klebsiella pneumoniae	strong	668	146562	354334	5879302	no	-	ST101	1	3	8	11	ybt 9; ICEKp3	183-2LV	-	0	-	0	-	0	-	0	-	wzi137	KL17	K17	none	Very high	99.99%		O1/O2v1	O1	?-	Good	98.03%	O1/O2v1_06_wbbO	aac(6')-Ib'.v1;aph(3')-VI	-	-	qnrS1	-	ermB.v1*	-	-	sul1	-	-	-	OXA-9.v1;TEM-1D.v1^	-	CTX-M-15	-	NDM-1;NDM-1;OXA-48	SHV-1^	-	OmpK35-17%;OmpK36GD	MgrB-0%	GyrA-83Y;GyrA-87N;ParC-80I	tet(X6)*-25%	aadA24?-0%;dfrA14.v2*?-64%;mphA?-0%;mphA?-0%;tet(D)*?-0%;tet(D)?-0%	ST101	2	6	1	5	4	1	6	5	11	6*	5	1	25	37	9	5	107	11	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR3891224	Klebsiella pneumoniae	strong	267	190856	365747	5776688	no	-	ST307	0	2	9	13	-	0	-	0	-	0	-	0	-	0	-	wzi173	KL102	unknown (KL102)	none	Very high	99.27%		O1/O2v2	O2afg	none	Very high	98.45%		aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;aph(3')-VIb*;strA.v1	-	-	qnrB1.v2^	-	-	CatB4.v1?	-	sul2	tet(A).v1	-	dfrA14.v2*	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	OXA-48	SHV-28.v1^	-	-	-	GyrA-83I;ParC-80I	strB.v1?-0%	-	ST307	4	1	2	52	1	1	7	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR3891225	Klebsiella pneumoniae	strong	184	125294	515286	5517726	no	-	ST14	1	0	6	6	ybt 14; ICEKp5	140-1LV	-	0	-	0	-	0	-	0	-	wzi2	KL2	K2	none	Very high	99.74%		O1/O2v1	O1	none	Very high	99.99%		aac(6')-Ib-cr.v2;sat-2	-	-	-	-	-	CatB4.v1?;catA1^	-	-	-	-	dfrA1.v1	OXA-1	-	-	-	-	SHV-28.v1^	-	OmpK36GD	MgrB-2%	GyrA-83Y;GyrA-87G;ParC-80I	-	-	ST14	1	6	1	1	1	1	1	4	4	31	4	1	67	514	2	4	4	36	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR3891226	Klebsiella pneumoniae	strong	229	112283	326143	5527928	no	-	ST14	1	0	6	6	ybt 14; ICEKp5	140-1LV	-	0	-	0	-	0	-	0	-	wzi2	KL2	K2	none	Very high	99.74%		O1/O2v1	O1	none	Very high	99.99%		aac(6')-Ib-cr.v2;sat-2	-	-	-	-	-	CatB4.v1?;catA1^	-	-	-	-	dfrA1.v1	OXA-1	-	-	-	-	SHV-28.v1^	-	OmpK36GD	MgrB-2%	GyrA-83Y;GyrA-87G;ParC-80I	-	-	ST14	1	6	1	1	1	1	1	4	4	31	4	1	67	514	2	4	4	36	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR3891227	Klebsiella pneumoniae	strong	538	189415	621654	5845514	no	-	ST101	1	3	8	12	ybt 9; ICEKp3	183-1LV	-	0	-	0	-	0	-	0	-	wzi137	KL17	K17	none	Very high	99.99%		O1/O2v1	O1	none	Very high	98.00%		aac(3)-IIa.v1^;aac(6')-Ib'.v1;aadA*;aph(3')-VI	-	-	qnrS1	-	mphA	-	-	-	-	-	dfrA14.v2*	OXA-9.v1;TEM-1D.v1^	-	CTX-M-15	-	NDM-1;OXA-48	SHV-1^	-	OmpK35-17%;OmpK36GD	MgrB-62%	GyrA-83Y;GyrA-87N;ParC-80I	-	CatB4.v1?-0%;tet(D)?-0%;tet(D)?-61%	ST101	2	6	1	5	4	1	6	5	11	6	5	1	25	37	9	5	107	11	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR3891228	Klebsiella pneumoniae	strong	261	134569	521852	5746681	no	-	ST2096	4	2	8	12	ybt 14; ICEKp5	140-1LV	-	0	iuc 1	1	-	0	-	0	rmpA2_8-60%	wzi64	KL64	K64	none	Very high	100.00%		O1/O2v1	O1	none	Very high	98.64%		aac(6')-Ib-cr.v2;aadA2^;armA;sat-2	-	-	-	-	mphE.v2^;msrE	CatB4.v1?	-	sul1	-	-	dfrA1.v1;dfrA12	OXA-1	-	-	-	OXA-48	SHV-28.v1^	-	OmpK36GD	-	GyrA-83Y;GyrA-87G;ParC-80I	-	-	ST2096	1	6	1	1	1	46	1	4	100	31	4	1	67	171	2	4	4	36	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	-	-	-	-	55-60%	-	-	-
ERR3891229	Klebsiella pneumoniae	strong	132	145954	326022	5293002	no	-	ST14	1	0	5	4	ybt 14; ICEKp5	140-1LV	-	0	-	0	-	0	-	0	-	wzi2	KL2	K2	none	Very high	99.73%		O1/O2v1	O1	none	Very high	99.99%		aac(6')-Ib-cr.v2;sat-2	-	-	-	-	-	-	-	-	-	-	dfrA1.v1	OXA-1	-	-	-	-	SHV-28.v1^	-	OmpK36GD	MgrB-2%	GyrA-83Y;GyrA-87G;ParC-80I	CatB4.v1?-81%	-	ST14	1	6	1	1	1	1	1	4	4	31	4	1	67	514	2	4	4	36	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR3891230	Klebsiella pneumoniae	strong	255	129801	521730	5688157	no	-	ST2096	1	2	8	10	ybt 14; ICEKp5	140-1LV	-	0	-	0	-	0	-	0	-	wzi64	KL64	K64	none	Perfect	100.00%		O1/O2v1	O1	none	Very high	98.64%		aac(6')-Ib-cr.v2;sat-2	-	-	-	-	-	CatB4.v1?;catA1^	-	-	tet(D)	-	dfrA1.v1	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	OXA-232	SHV-28.v1^	-	OmpK36GD	-	GyrA-83Y;GyrA-87G;ParC-80I	-	-	ST2096	1	6	1	1	1	46	1	4	100	31	4	1	67	171	2	4	4	36	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR3891231	Klebsiella pneumoniae	strong	262	134690	521730	5747188	no	-	ST2096	4	2	8	12	ybt 14; ICEKp5	140-1LV	-	0	iuc 1	1	-	0	-	0	rmpA2_8-60%	wzi64	KL64	K64	none	Very high	100.00%		O1/O2v1	O1	none	Very high	98.64%		aac(6')-Ib-cr.v2;aadA2^;armA;sat-2	-	-	-	-	mphE.v2^;msrE	CatB4.v1?	-	sul1	-	-	dfrA1.v1;dfrA12	OXA-1	-	-	-	OXA-48	SHV-28.v1^	-	OmpK36GD	-	GyrA-83Y;GyrA-87G;ParC-80I	-	TEM-116?-0%	ST2096	1	6	1	1	1	46	1	4	100	31	4	1	67	171	2	4	4	36	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	-	-	-	-	55-60%	-	-	-
